pId,name,uniformNumber,position,nationality,teamId,gameId
166703,Ramu Tokashiki,10.0,C,Japan,85,128109
189546,Rui Machida,13.0,PG,Japan,85,128109
324737,Azusa Asahina,14.0,PF,Japan,85,128109
259416,Norika Konno,2.0,SG,Japan,85,128109
218949,Mai Yamamoto,23.0,PG,Japan,85,128109
318293,Kokoro Tanaka,26.0,PG,Japan,85,128109
208014,Stephanie Mawuli,3.0,SF,Japan,85,128109
240137,Aika Hirashita,31.0,SF,Japan,85,128109
323304,Minami Yabu,37.0,SG,Japan,85,128109
181762,Yuki Miyazawa,52.0,PF,Japan,85,128109
259435,Nanako Todo,75.0,SG,Japan,85,128109
176909,Maki Takada,8.0,C,Japan,85,128109
196247,Alperi Onar,10.0,PG,Türkiye,152,128109
237757,Elif Bayram,11.0,PF,Türkiye,152,128109
219676,Zeynep Gul,12.0,C,Türkiye,152,128109
226823,Derin Erdogan,17.0,PG,Türkiye,152,128109
196252,Sevgi Uzun,2.0,SG,Türkiye,152,128109
191628,Sinem Atas,20.0,SF,Türkiye,152,128109
203508,Kennedy Burke,22.0,G,Türkiye,152,128109
237754,Melek Uzunoglu,30.0,SF,Türkiye,152,128109
155919,Esra Ural Topuz,33.0,C,Türkiye,152,128109
168020,Olcay Cakir,4.0,PG,Türkiye,152,128109
226825,Goksen Fitik,6.0,SF,Türkiye,152,128109
168017,Ayse Cora Yamaner,8.0,SG,Türkiye,152,128109
196468,Nina Aho,10.0,PG,Hungary,75,128110
322804,Kinga Josepovits,11.0,C,Hungary,75,128110
211298,Agnes Torok,13.0,SF,Hungary,75,128110
219323,Dorka Juhasz,14.0,PF,Hungary,75,128110
226454,Aliz Varga,18.0,SF,Hungary,75,128110
204217,Virag Takacs-Kiss,2.0,C,Hungary,75,128110
211291,Reka Lelik,21.0,SG,Hungary,75,128110
186040,Yvonne Turner,22.0,PG,Hungary,75,128110
237943,Reka Dombai,3.0,SF,Hungary,75,128110
226441,Panka Dul,33.0,G,Hungary,75,128110
196471,Debora Dubei,4.0,SF,Hungary,75,128110
301871,Petra Toman,42.0,SF,Hungary,75,128110
153423,Agostina Burani,10.0,C,Argentina,14,128110
163689,Melisa Gretter,11.0,PG,Argentina,14,128110
221605,Candela Gentinetta,13.0,SF,Argentina,14,128110
214723,Florencia Chagas,14.0,SG,Argentina,14,128110
277271,Delfina Saravia,19.0,SG,Argentina,14,128110
159332,Macarena D'urso,20.0,PG,Argentina,14,128110
221606,Victoria Gauna,23.0,PF,Argentina,14,128110
214715,Amaiquen Siciliano,4.0,PG,Argentina,14,128110
176450,Flor Martinez,5.0,SG,Argentina,14,128110
215179,Laila Raviolo,6.0,SF,Argentina,14,128110
170619,Diana Cabrera,7.0,C,Argentina,14,128110
200337,Julieta Mungo,9.0,C,Argentina,14,128110
196247,Alperi Onar,10.0,PG,Türkiye,152,128111
237757,Elif Bayram,11.0,PF,Türkiye,152,128111
219676,Zeynep Gul,12.0,C,Türkiye,152,128111
226823,Derin Erdogan,17.0,PG,Türkiye,152,128111
196252,Sevgi Uzun,2.0,SG,Türkiye,152,128111
191628,Sinem Atas,20.0,SF,Türkiye,152,128111
203508,Kennedy Burke,22.0,G,Türkiye,152,128111
237754,Melek Uzunoglu,30.0,SF,Türkiye,152,128111
155919,Esra Ural Topuz,33.0,C,Türkiye,152,128111
168020,Olcay Cakir,4.0,PG,Türkiye,152,128111
226825,Goksen Fitik,6.0,SF,Türkiye,152,128111
168017,Ayse Cora Yamaner,8.0,SG,Türkiye,152,128111
194496,Alanna Smith,11.0,F,Australia,16,128111
252289,Stephanie Reid,12.0,PG,Australia,16,128111
216865,Ezi Magbegor,13.0,F,Australia,16,128111
151395,Cayla George,15.0,F,Australia,16,128111
239719,Jade Melbourne,2.0,G,Australia,16,128111
271348,Isobel Borlase,20.0,G,Australia,16,128111
229038,Zitina Aokuso,22.0,PF,Australia,16,128111
236147,Alexandra Fowler,23.0,F,Australia,16,128111
191935,Sami Whitcomb,32.0,G,Australia,16,128111
181326,Alex Wilson,44.0,SG,Australia,16,128111
205418,Chloe Bibby,55.0,PF,Australia,16,128111
176788,Steph Talbot,6.0,SF,Australia,16,128111
217051,Shaina Pellington,1.0,PG,Canada,34,128112
235589,Merissah Russell,13.0,SG,Canada,34,128112
161433,Kayla Alexander,14.0,C,Canada,34,128112
196900,Shay Colley,2.0,G,Canada,34,128112
215167,Aaliyah Edwards,24.0,F,Canada,34,128112
250669,Faith Dut,25.0,C,Canada,34,128112
188714,Sami Hill,4.0,G,Canada,34,128112
188565,Kia Nurse,5.0,G,Canada,34,128112
203119,Bridget Carleton,6.0,SF,Canada,34,128112
217042,Niyah Becker,7.0,F,Canada,34,128112
266912,Tara Wallack,8.0,SF,Canada,34,128112
172742,Yvonne Ejim,9.0,PF,Canada,34,128112
166703,Ramu Tokashiki,10.0,C,Japan,85,128112
189546,Rui Machida,13.0,PG,Japan,85,128112
324737,Azusa Asahina,14.0,PF,Japan,85,128112
259416,Norika Konno,2.0,SG,Japan,85,128112
218949,Mai Yamamoto,23.0,PG,Japan,85,128112
318293,Kokoro Tanaka,26.0,PG,Japan,85,128112
208014,Stephanie Mawuli,3.0,SF,Japan,85,128112
240137,Aika Hirashita,31.0,SF,Japan,85,128112
323304,Minami Yabu,37.0,SG,Japan,85,128112
181762,Yuki Miyazawa,52.0,PF,Japan,85,128112
259435,Nanako Todo,75.0,SG,Japan,85,128112
176909,Maki Takada,8.0,C,Japan,85,128112
196247,Alperi Onar,10.0,PG,Türkiye,152,128113
237757,Elif Bayram,11.0,PF,Türkiye,152,128113
219676,Zeynep Gul,12.0,C,Türkiye,152,128113
226823,Derin Erdogan,17.0,PG,Türkiye,152,128113
196252,Sevgi Uzun,2.0,SG,Türkiye,152,128113
191628,Sinem Atas,20.0,SF,Türkiye,152,128113
203508,Kennedy Burke,22.0,G,Türkiye,152,128113
237754,Melek Uzunoglu,30.0,SF,Türkiye,152,128113
155919,Esra Ural Topuz,33.0,C,Türkiye,152,128113
168020,Olcay Cakir,4.0,PG,Türkiye,152,128113
226825,Goksen Fitik,6.0,SF,Türkiye,152,128113
168017,Ayse Cora Yamaner,8.0,SG,Türkiye,152,128113
196468,Nina Aho,10.0,PG,Hungary,75,128113
322804,Kinga Josepovits,11.0,C,Hungary,75,128113
211298,Agnes Torok,13.0,SF,Hungary,75,128113
219323,Dorka Juhasz,14.0,PF,Hungary,75,128113
226454,Aliz Varga,18.0,SF,Hungary,75,128113
204217,Virag Takacs-Kiss,2.0,C,Hungary,75,128113
211291,Reka Lelik,21.0,SG,Hungary,75,128113
186040,Yvonne Turner,22.0,PG,Hungary,75,128113
237943,Reka Dombai,3.0,SF,Hungary,75,128113
226441,Panka Dul,33.0,G,Hungary,75,128113
196471,Debora Dubei,4.0,SF,Hungary,75,128113
301871,Petra Toman,42.0,SF,Hungary,75,128113
166703,Ramu Tokashiki,10.0,C,Japan,85,128114
189546,Rui Machida,13.0,PG,Japan,85,128114
324737,Azusa Asahina,14.0,PF,Japan,85,128114
259416,Norika Konno,2.0,SG,Japan,85,128114
218949,Mai Yamamoto,23.0,PG,Japan,85,128114
318293,Kokoro Tanaka,26.0,PG,Japan,85,128114
208014,Stephanie Mawuli,3.0,SF,Japan,85,128114
240137,Aika Hirashita,31.0,SF,Japan,85,128114
323304,Minami Yabu,37.0,SG,Japan,85,128114
181762,Yuki Miyazawa,52.0,PF,Japan,85,128114
259435,Nanako Todo,75.0,SG,Japan,85,128114
176909,Maki Takada,8.0,C,Japan,85,128114
153423,Agostina Burani,10.0,C,Argentina,14,128114
163689,Melisa Gretter,11.0,PG,Argentina,14,128114
221605,Candela Gentinetta,13.0,SF,Argentina,14,128114
214723,Florencia Chagas,14.0,SG,Argentina,14,128114
277271,Delfina Saravia,19.0,SG,Argentina,14,128114
159332,Macarena D'urso,20.0,PG,Argentina,14,128114
221606,Victoria Gauna,23.0,PF,Argentina,14,128114
214715,Amaiquen Siciliano,4.0,PG,Argentina,14,128114
176450,Flor Martinez,5.0,SG,Argentina,14,128114
215179,Laila Raviolo,6.0,SF,Argentina,14,128114
170619,Diana Cabrera,7.0,C,Argentina,14,128114
200337,Julieta Mungo,9.0,C,Argentina,14,128114
194496,Alanna Smith,11.0,F,Australia,16,128115
252289,Stephanie Reid,12.0,PG,Australia,16,128115
