gameId,pId,PM,Starter,AS,BS,DR,FD,FG2A,FG2M,FG2P,FG3A,FG3M,FG3P,FGA,FGM,FTA,FTM,FTP,OR,PF,PTS,REB,ST,TO,EFF,FGIA,FGIM,FGIP,TP,teamId,nationality,uniformNumber,name,10+ ppg,FGP,mins,secs,MP
130902,319232,-17,False,1,0,1,1,1,1,1.0,0,0,,1,1,0,0,,0,1,2,1,4,6,2,1,1,100.0,9:14,51,Dominican Republic,3.0,Emely Rivera,0,1.0,9,14,9.2
130902,371626,-5,False,0,0,1,1,0,0,,0,0,,0,0,2,1,0.5,0,5,1,1,0,5,-4,0,0,0.0,10:58,51,Dominican Republic,5.0,Delayny Calaz,0,,10,58,11.0
130902,343241,-26,False,0,0,2,1,1,1,1.0,1,1,1.0,2,2,0,0,,0,1,5,2,2,3,6,1,1,100.0,14:23,51,Dominican Republic,6.0,Juneiry Soto,0,1.0,14,23,14.4
130902,343128,-10,True,1,0,2,2,4,2,0.5,3,1,0.333,7,3,2,2,1.0,2,1,9,4,1,3,8,3,2,66.7,17:20,51,Dominican Republic,7.0,Yarianna Torres,0,0.429,17,20,17.3
130902,295344,-35,True,2,0,5,0,5,0,0.0,0,0,,5,0,0,0,,0,3,0,5,0,1,1,1,0,0.0,23:51,51,Dominican Republic,8.0,Alanna Monte,0,0.0,23,51,23.8
130902,368327,-43,True,3,0,1,4,4,0,0.0,8,1,0.125,12,1,2,2,1.0,0,1,5,1,0,2,-4,2,0,0.0,30:50,51,Dominican Republic,10.0,Natalia Valdez,0,0.083,30,50,30.8
130902,371629,-10,True,0,0,6,0,2,1,0.5,2,1,0.5,4,2,0,0,,0,0,5,6,1,6,4,2,1,50.0,18:16,51,Dominican Republic,11.0,Nathaly Santana,0,0.5,18,16,18.3
130902,417537,-25,False,1,1,0,1,7,3,0.429,0,0,,7,3,2,1,0.5,1,4,7,1,1,5,1,6,3,50.0,16:4,51,Dominican Republic,12.0,Dignora Duval,0,0.429,16,4,16.1
130902,417536,-7,False,0,0,1,0,0,0,,2,1,0.5,2,1,0,0,,0,0,3,1,0,0,3,0,0,0.0,4:16,51,Dominican Republic,13.0,Leia Perez,0,0.5,4,16,4.3
130902,371596,-13,False,1,0,1,0,0,0,,0,0,,0,0,0,0,,0,1,0,1,0,4,-2,0,0,0.0,9:57,51,Dominican Republic,14.0,Chantal Lopez,0,,9,57,10.0
130902,319242,-26,True,0,0,6,0,0,0,,3,2,0.667,3,2,0,0,,1,3,6,7,0,3,9,0,0,0.0,25:48,51,Dominican Republic,18.0,Robmariel Medrano,0,0.667,25,48,25.8
130902,368568,11,False,0,1,3,0,5,3,0.6,0,0,,5,3,0,0,,1,2,6,4,0,1,8,3,1,33.3,7:40,34,Canada,1.0,Emilia Krstevski,0,0.6,7,40,7.7
130902,415990,28,False,2,0,3,3,6,4,0.667,1,0,0.0,7,4,1,1,1.0,3,0,9,6,3,0,17,6,4,66.7,16:35,34,Canada,3.0,Eunicia Salgado,0,0.571,16,35,16.6
