date,gameId,name,team,nationality,PTS,REB,OR,DR,AS,ST,BS,PF,FD,FTM,FGA,FGM,FG3M,TO,MP,PM,EFF,off_net,def_net,stocks,starter,WL,WL_raw,corner3m,abovebk3m,rim_makes,midrange_makes,fb_pts,putback_pts
2026-06-13,134672,Alanna Monte,DOM,Dominican Republic,2,6,3,3,1,1,2,3,4,2,7,0,0,0,26.2,-46,1,-27.3,-18.7,3,True,-35,-35,0,0,0,0,0,0
2026-06-13,134672,Natalia Valdez,DOM,Dominican Republic,11,3,3,0,1,0,0,1,5,5,15,3,0,1,32.9,-29,1,-17.2,-11.8,0,True,-35,-35,0,0,2,0,4,0
2026-06-13,134672,Nathaly Santana,DOM,Dominican Republic,14,4,1,3,0,1,0,2,4,5,10,4,1,1,22.6,-24,8,-14.3,-9.7,1,True,-35,-35,0,1,2,0,2,3
2026-06-13,134672,Dignora Duval,DOM,Dominican Republic,5,8,2,6,0,0,2,4,1,1,7,2,0,1,21.3,-11,8,-6.5,-4.5,2,False,-35,-35,0,0,1,1,2,0
2026-06-13,134672,Leia Perez,DOM,Dominican Republic,3,0,0,0,0,0,0,0,0,0,3,1,1,0,7.0,-4,1,-2.4,-1.6,0,False,-35,-35,0,1,0,0,0,0
2026-06-13,134672,Chantal Lopez,DOM,Dominican Republic,5,2,1,1,2,1,0,1,5,0,4,2,1,4,19.9,-28,2,-16.6,-11.4,1,False,-35,-35,0,1,1,0,2,0
2026-06-13,134672,Robmariel Medrano,DOM,Dominican Republic,3,3,2,1,0,0,0,0,0,0,4,1,1,2,15.8,-11,1,-6.5,-4.5,0,True,-35,-35,1,0,0,0,0,0
2026-06-13,134673,Greidysmar Camacaro,VEN,Venezuela,3,5,3,2,1,1,0,1,2,1,6,1,0,1,31.0,9,3,2.5,6.5,1,True,+11,11,0,0,1,0,0,2
2026-06-13,134673,Albanys Ramirez,VEN,Venezuela,21,11,1,10,8,2,2,2,4,5,17,7,2,5,34.6,20,28,5.5,14.5,4,True,+11,11,0,2,4,0,0,0
2026-06-13,134673,Ruby Escobar,VEN,Venezuela,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3,-9,-1,-2.5,-6.5,0,False,+11,11,0,0,0,0,0,0
2026-06-13,134673,Mezharith Beleño,VEN,Venezuela,19,12,4,8,0,0,1,3,3,3,13,8,0,6,29.9,24,21,6.6,17.4,1,False,+11,11,0,0,8,0,2,4
2026-06-13,134673,Antonella Ramos,VEN,Venezuela,0,0,0,0,1,0,0,2,0,0,1,0,0,0,6.4,-6,0,-1.6,-4.4,0,False,+11,11,0,0,0,0,0,0
2026-06-13,134673,Alexandra Cabeza,VEN,Venezuela,4,5,0,5,2,1,0,4,1,2,2,1,0,0,23.8,5,11,1.4,3.6,1,True,+11,11,0,0,1,0,0,0
2026-06-13,134673,Astrid Inojosa,VEN,Venezuela,21,10,2,8,3,3,2,3,6,4,17,8,1,6,35.8,14,22,3.8,10.2,5,True,+11,11,0,1,4,2,0,2
2026-06-13,134673,Jeiselys Figueroa,VEN,Venezuela,2,1,0,1,0,0,0,1,1,0,4,1,0,1,6.6,-7,-1,-1.9,-5.1,0,False,+11,11,0,0,1,0,0,0
2026-06-13,134673,Sofia Blanca,VEN,Venezuela,0,1,1,0,0,0,0,2,0,0,1,0,0,0,5.9,9,0,2.5,6.5,0,False,+11,11,0,0,0,0,0,0
2026-06-13,134673,Angela Crespo,VEN,Venezuela,0,1,0,1,0,0,0,0,1,0,2,0,0,0,5.4,-8,-3,-2.2,-5.8,0,True,+11,11,0,0,0,0,0,0
2026-06-13,134673,Roberli Perez,VEN,Venezuela,10,1,0,1,0,0,0,0,3,1,3,3,3,0,15.5,10,6,2.7,7.3,0,False,+11,11,2,1,0,0,0,0
2026-06-13,134673,Julieta Cruz,MEX,Mexico,0,1,1,0,1,0,0,1,0,0,3,0,0,1,10.8,-5,-2,-3.6,-1.4,0,False,-11,-11,0,0,0,0,0,0
2026-06-13,134673,Renata Palma,MEX,Mexico,0,3,0,3,0,0,0,3,0,0,5,0,0,2,16.5,-9,-4,-6.5,-2.5,0,True,-11,-11,0,0,0,0,0,0
2026-06-13,134673,Jimena Velazquez,MEX,Mexico,19,2,0,2,9,2,0,4,5,4,13,7,1,4,33.7,-7,19,-5.1,-1.9,2,True,-11,-11,0,1,5,0,0,0
2026-06-13,134673,Valentina Peraza,MEX,Mexico,0,2,1,1,0,1,0,0,0,0,0,0,0,1,5.4,-7,2,-5.1,-1.9,1,False,-11,-11,0,0,0,0,0,0
2026-06-13,134673,Aislin Tamez,MEX,Mexico,11,7,1,6,1,0,0,4,7,3,15,4,0,2,29.4,-4,4,-2.9,-1.1,0,True,-11,-11,0,0,4,0,0,2
2026-06-13,134673,Fernanda Campos,MEX,Mexico,11,7,0,7,2,4,0,1,3,2,14,4,1,2,34.6,-4,12,-2.9,-1.1,4,True,-11,-11,1,0,1,0,2,0
2026-06-13,134673,Sofia Saucedo,MEX,Mexico,3,1,1,0,2,1,1,1,1,1,2,1,0,2,14.0,-6,5,-4.4,-1.6,2,False,-11,-11,0,0,1,0,0,2
2026-06-13,134673,Mildred Vazquez,MEX,Mexico,10,7,3,4,3,0,1,0,1,0,9,4,2,0,25.1,6,16,4.4,1.6,1,True,-11,-11,0,2,2,0,0,0
2026-06-13,134673,Ana Camila Paez,MEX,Mexico,0,1,1,0,0,0,2,2,0,0,0,0,0,1,3.9,-1,2,-0.7,-0.3,2,False,-11,-11,0,0,0,0,0,0
2026-06-13,134673,Yania Valverde,MEX,Mexico,15,7,3,4,0,2,2,5,1,0,19,7,1,1,26.5,-18,13,-13.1,-4.9,4,False,-11,-11,0,1,5,0,0,0
2026-06-14,134674,Maria Morel,PAR,Paraguay,0,2,0,2,1,1,0,3,0,0,2,0,0,0,8.0,2,2,0.8,1.2,1,False,+5,5,0,0,0,0,0,0
2026-06-14,134674,Maria Franco,PAR,Paraguay,10,4,2,2,0,0,0,0,1,0,8,5,0,1,17.6,5,9,2.1,2.9,0,False,+5,5,0,0,4,0,2,0
2026-06-14,134674,Bethsaida Ferreira,PAR,Paraguay,14,7,5,2,3,3,0,3,2,3,12,5,1,3,27.4,2,16,0.8,1.2,3,True,+5,5,1,0,4,0,8,0
2026-06-14,134674,Micaela Gimenez,PAR,Paraguay,5,2,0,2,1,2,0,3,1,2,4,1,1,0,13.5,9,7,3.8,5.2,2,False,+5,5,1,0,0,0,0,0
2026-06-14,134674,Sofia Vigna,PAR,Paraguay,4,2,0,2,1,0,1,2,1,2,5,1,0,4,18.0,-3,0,-1.3,-1.7,1,True,+5,5,0,0,1,0,0,0
2026-06-14,134674,Giovana Gonzalez,PAR,Paraguay,7,6,2,4,2,4,1,1,3,2,11,2,1,2,27.2,-4,7,-1.7,-2.3,5,True,+5,5,0,1,0,0,0,0
2026-06-14,134674,Agustina Fernandez,PAR,Paraguay,2,1,1,0,0,0,0,1,0,0,4,1,0,0,9.2,-6,0,-2.6,-3.4,0,False,+5,5,0,0,0,0,0,0
2026-06-14,134674,Karin Caceres,PAR,Paraguay,6,4,2,2,3,3,0,0,0,0,7,3,0,2,25.6,10,10,4.2,5.8,3,True,+5,5,0,0,2,0,0,2
2026-06-14,134674,Luján Fernandez,PAR,Paraguay,3,0,0,0,3,0,0,0,1,0,5,1,1,0,11.0,-5,2,-2.1,-2.9,0,False,+5,5,1,0,0,0,0,0
2026-06-14,134674,Sofia Gomez,PAR,Paraguay,13,4,2,2,1,2,3,1,4,3,15,4,2,1,30.8,11,8,4.7,6.3,5,True,+5,5,0,2,2,0,2,0
2026-06-14,134674,Maria Montañez,PAR,Paraguay,5,2,1,1,1,0,0,2,0,0,3,2,1,3,11.8,4,4,1.7,2.3,0,False,+5,5,0,1,1,0,0,0
2026-06-14,134674,Alyssa Lopez,DOM,Dominican Republic,4,1,0,1,2,3,0,1,2,4,2,0,0,0,15.8,10,8,5.8,4.2,3,False,-5,-5,0,0,0,0,0,0
2026-06-14,134674,Emely Rivera,DOM,Dominican Republic,0,3,0,3,0,0,0,1,0,0,0,0,0,0,8.0,-7,3,-4.0,-3.0,0,False,-5,-5,0,0,0,0,0,0
2026-06-14,134674,Delayny Calaz,DOM,Dominican Republic,1,2,1,1,0,0,0,0,1,1,0,0,0,1,5.0,-6,1,-3.4,-2.6,0,False,-5,-5,0,0,0,0,0,0
2026-06-14,134674,Juneiry Soto,DOM,Dominican Republic,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3.4,-2,-2,-1.2,-0.8,0,False,-5,-5,0,0,0,0,0,0
2026-06-14,134674,Yarianna Torres,DOM,Dominican Republic,5,8,1,7,2,2,1,0,2,1,5,2,0,3,20.7,-1,11,-0.6,-0.4,3,True,-5,-5,0,0,1,1,0,2
2026-06-14,134674,Alanna Monte,DOM,Dominican Republic,13,13,3,10,2,1,2,2,1,0,11,6,1,3,35.7,2,23,1.2,0.8,3,True,-5,-5,0,1,4,0,2,2
2026-06-14,134674,Natalia Valdez,DOM,Dominican Republic,18,4,3,1,3,1,0,1,3,5,19,6,1,4,35.5,-11,8,-6.3,-4.7,1,True,-5,-5,1,0,3,0,2,2
2026-06-14,134674,Nathaly Santana,DOM,Dominican Republic,11,9,1,8,4,2,1,2,4,1,11,4,2,3,35.8,0,14,0.0,0.0,3,True,-5,-5,0,2,2,0,2,0
2026-06-14,134674,Dignora Duval,DOM,Dominican Republic,6,3,1,2,1,0,1,4,0,0,8,3,0,3,19.6,-5,3,-2.9,-2.1,1,True,-5,-5,0,0,1,1,2,0
2026-06-14,134674,Chantal Lopez,DOM,Dominican Republic,6,3,1,2,2,2,0,2,3,2,3,2,0,6,18.9,-4,5,-2.3,-1.7,2,False,-5,-5,0,0,2,0,0,2
2026-06-14,134675,Amahya Hernandez,PUR,Puerto Rico,11,8,3,5,1,1,2,2,3,1,12,4,2,1,23.0,-10,11,-8.7,-1.3,3,False,-20,-20,1,1,2,0,0,2
2026-06-14,134675,Andrea Alamo,PUR,Puerto Rico,7,1,0,1,1,1,0,0,2,2,8,2,1,2,17.7,-17,2,-14.7,-2.3,1,False,-20,-20,0,1,1,0,2,0
2026-06-14,134675,Nyasia Caban,PUR,Puerto Rico,0,0,0,0,2,0,0,1,0,0,3,0,0,1,9.9,6,-2,5.2,0.8,0,False,-20,-20,0,0,0,0,0,0
2026-06-14,134675,Valeria Muñoz,PUR,Puerto Rico,5,3,0,3,3,4,0,1,1,0,7,2,1,3,22.5,-6,7,-5.2,-0.8,4,False,-20,-20,0,1,1,0,2,0
2026-06-14,134675,Lucianna Parrotta,PUR,Puerto Rico,14,3,1,2,1,2,2,2,1,0,8,6,2,2,24.6,-9,18,-7.8,-1.2,4,False,-20,-20,2,0,2,1,2,2
2026-06-14,134675,Mia Huckaby,PUR,Puerto Rico,6,4,1,3,1,0,0,2,0,0,9,3,0,2,20.2,0,3,0.0,0.0,0,True,-20,-20,0,0,0,0,0,0
2026-06-14,134675,Natalia Centeno,PUR,Puerto Rico,2,2,0,2,0,1,0,2,0,0,1,1,0,2,5.2,3,3,2.6,0.4,1,False,-20,-20,0,0,0,0,0,0
2026-06-14,134675,Valeria Medina,PUR,Puerto Rico,7,4,2,2,2,0,0,0,0,0,9,3,1,1,19.2,-24,6,-20.8,-3.2,0,True,-20,-20,0,1,2,0,2,0
2026-06-14,134675,Walushka Hodge,PUR,Puerto Rico,0,0,0,0,0,1,0,0,1,0,2,0,0,1,5.6,-9,-4,-7.8,-1.2,1,False,-20,-20,0,0,0,0,0,0
2026-06-14,134675,Jaely De Leon,PUR,Puerto Rico,6,7,1,6,0,0,2,4,1,0,10,3,0,1,25.8,-15,6,-13.0,-2.0,2,True,-20,-20,0,0,2,0,0,0
2026-06-14,134675,Ariana Montalvo,PUR,Puerto Rico,2,1,1,0,1,1,0,2,1,0,2,1,0,3,13.1,-9,0,-7.8,-1.2,1,True,-20,-20,0,0,1,0,0,0
2026-06-14,134675,Miranda Wilson,PUR,Puerto Rico,4,5,2,3,1,1,0,2,0,0,4,2,0,2,13.1,-10,7,-8.7,-1.3,1,True,-20,-20,0,0,0,0,0,2
2026-06-14,134675,Julieta Cruz,MEX,Mexico,0,1,0,1,2,0,1,0,0,0,1,0,0,2,7.6,4,1,0.5,3.5,1,False,+20,20,0,0,0,0,0,0
2026-06-14,134675,Renata Palma,MEX,Mexico,7,4,2,2,1,2,0,0,1,0,14,3,1,1,19.1,4,2,0.5,3.5,2,True,+20,20,0,1,1,0,2,0
2026-06-14,134675,Jimena Velazquez,MEX,Mexico,10,4,1,3,4,8,0,0,3,1,14,4,1,2,32.7,19,12,2.6,16.4,8,True,+20,20,1,0,3,0,0,0
2026-06-14,134675,Valentina Peraza,MEX,Mexico,2,7,1,6,1,3,0,1,1,0,4,1,0,3,21.8,19,5,2.6,16.4,3,False,+20,20,0,0,1,0,2,0
2026-06-14,134675,Aislin Tamez,MEX,Mexico,20,11,6,5,10,2,0,3,3,2,15,9,0,3,28.4,15,30,2.0,13.0,2,True,+20,20,0,0,4,1,0,0
2026-06-14,134675,Fernanda Campos,MEX,Mexico,18,6,2,4,3,0,0,0,2,1,11,6,5,1,29.7,21,20,2.8,18.2,0,True,+20,20,1,4,1,0,2,0
2026-06-14,134675,Sofia Saucedo,MEX,Mexico,5,6,2,4,0,0,0,1,1,0,4,2,1,1,16.8,14,8,1.9,12.1,0,False,+20,20,0,1,0,0,0,0
2026-06-14,134675,Mildred Vazquez,MEX,Mexico,10,5,0,5,0,0,0,2,6,3,8,3,1,1,10.4,9,7,1.2,7.8,0,False,+20,20,0,1,2,0,0,0
2026-06-14,134675,Karmina Reyes,MEX,Mexico,0,0,0,0,1,0,1,1,0,0,1,0,0,0,6.8,-3,1,-0.4,-2.6,1,False,+20,20,0,0,0,0,0,0
2026-06-14,134675,Ana Camila Paez,MEX,Mexico,0,0,0,0,1,0,0,1,0,0,1,0,0,2,5.0,-8,-2,-1.1,-6.9,0,False,+20,20,0,0,0,0,0,0
2026-06-14,134675,Yania Valverde,MEX,Mexico,12,3,1,2,6,1,4,1,1,2,8,5,0,1,21.6,6,22,0.8,5.2,5,True,+20,20,0,0,3,1,2,0
2026-06-14,134676,Eunicia Salgado,CAN,Canada,0,4,0,4,0,0,1,2,1,0,1,0,0,3,17.4,-9,-1,-3.1,-5.9,1,False,+12,12,0,0,0,0,0,0
2026-06-14,134676,Gabriela Morash,CAN,Canada,4,2,0,2,1,3,0,2,2,2,2,1,0,3,18.7,0,6,0.0,0.0,3,True,+12,12,0,0,0,0,0,0
2026-06-14,134676,Kaylen Sta Maria,CAN,Canada,11,1,0,1,3,1,0,2,0,0,9,4,3,2,36.7,16,9,5.5,10.5,1,True,+12,12,0,3,1,0,5,0
2026-06-14,134676,Isabella Sangha,CAN,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,0,0.3,0.7,0,False,+12,12,0,0,0,0,0,0
2026-06-14,134676,Alex Newson,CAN,Canada,12,3,1,2,0,4,0,2,1,0,14,5,2,3,27.0,8,7,2.8,5.2,4,False,+12,12,1,1,2,0,2,0
2026-06-14,134676,Brooke McLeod,CAN,Canada,12,8,3,5,3,2,1,3,3,2,10,5,0,6,35.5,13,15,4.5,8.5,3,True,+12,12,0,0,4,0,0,0
2026-06-14,134676,Savannah Swords,CAN,Canada,15,8,0,8,7,2,0,3,5,6,10,4,1,1,33.7,12,24,4.1,7.9,2,True,+12,12,0,1,3,0,2,0
2026-06-14,134676,Jordyn Wheeler,CAN,Canada,10,2,0,2,1,2,0,3,1,0,10,4,2,4,27.5,17,4,5.8,11.2,2,True,+12,12,1,1,2,0,0,0
2026-06-14,134676,Florencia Losada,ARG,Argentina,0,0,0,0,1,1,0,1,1,0,1,0,0,0,11.4,1,1,0.7,0.3,1,False,-12,-12,0,0,0,0,0,0
2026-06-14,134676,Sofia Gonzalez,ARG,Argentina,0,0,0,0,2,2,0,0,0,0,7,0,0,1,9.8,-8,-4,-5.2,-2.8,2,False,-12,-12,0,0,0,0,0,0
2026-06-14,134676,Francisca Canello,ARG,Argentina,6,5,1,4,1,0,0,2,4,4,3,1,0,2,23.7,-2,7,-1.3,-0.7,0,False,-12,-12,0,0,1,0,0,0
2026-06-14,134676,Santina Cherot,ARG,Argentina,15,1,0,1,2,1,0,0,3,3,10,6,0,6,18.3,0,9,0.0,0.0,1,False,-12,-12,0,0,5,1,2,0
2026-06-14,134676,Celina Novatti,ARG,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4,0,2.6,1.4,0,False,-12,-12,0,0,0,0,0,0
2026-06-14,134676,Sofia Lombardero,ARG,Argentina,14,5,0,5,1,1,0,1,5,2,12,5,2,5,28.8,-19,7,-12.5,-6.5,1,True,-12,-12,1,1,3,0,0,0
2026-06-14,134676,Sol Lemesoff,ARG,Argentina,0,1,0,1,0,1,0,0,1,0,0,0,0,0,8.0,-7,2,-4.6,-2.4,1,False,-12,-12,0,0,0,0,0,0
2026-06-14,134676,Sofia Novoa,ARG,Argentina,14,3,0,3,0,1,1,1,2,0,13,5,4,4,31.2,-9,7,-5.9,-3.1,2,True,-12,-12,0,4,1,0,0,0
2026-06-14,134676,Renata Scordo,ARG,Argentina,1,4,2,2,0,2,0,4,1,1,2,0,0,2,15.0,1,2,0.7,0.3,2,True,-12,-12,0,0,0,0,0,0
2026-06-14,134676,Matilda Campo,ARG,Argentina,0,5,1,4,0,2,0,1,0,0,8,0,0,0,30.3,-15,-1,-9.8,-5.2,2,True,-12,-12,0,0,0,0,0,0
2026-06-14,134676,Isabella Roldan,ARG,Argentina,2,4,1,3,0,1,0,3,0,0,3,1,0,2,21.1,-6,3,-3.9,-2.1,1,True,-12,-12,0,0,0,0,0,0
2026-06-14,134677,GG Banks,USA,USA,18,2,0,2,3,3,0,2,3,5,11,6,1,3,23.7,21,18,7.7,13.3,3,False,+53,53,1,0,4,0,4,0
2026-06-14,134677,Ryan Carter,USA,USA,6,4,3,1,2,0,0,1,1,0,3,3,0,2,16.4,23,10,8.4,14.6,0,False,+53,53,0,0,3,0,2,4
2026-06-14,134677,Bella Flemings,USA,USA,5,5,2,3,5,0,0,3,0,0,7,2,1,0,18.2,22,10,8.1,13.9,0,True,+53,53,1,0,0,1,0,0
2026-06-14,134677,Haylen Ayers,USA,USA,5,5,2,3,2,0,0,1,0,0,8,2,1,0,13.9,19,6,7.0,12.0,0,True,+53,53,0,1,1,0,0,2
2026-06-14,134677,Jordyn Jackson,USA,USA,5,1,1,0,3,4,0,2,3,3,8,1,0,1,19.9,22,5,8.1,13.9,4,False,+53,53,0,0,1,0,0,0
2026-06-14,134677,Jordyn Palmer,USA,USA,9,2,2,0,0,1,0,0,2,1,6,4,0,0,9.2,19,9,7.0,12.0,1,True,+53,53,0,0,4,0,4,0
2026-06-14,134677,Sydney Savoury,USA,USA,3,5,0,5,3,0,0,1,0,0,7,1,1,3,23.5,31,2,11.4,19.6,0,False,+53,53,1,0,0,0,0,0
2026-06-14,134677,Kaleena Smith,USA,USA,18,2,0,2,3,2,0,1,3,2,10,6,4,0,18.8,32,20,11.7,20.3,2,True,+53,53,0,4,2,0,0,0
2026-06-14,134677,Miciah Fusilier,USA,USA,7,9,4,5,4,2,1,3,1,1,9,3,0,0,19.3,29,16,10.6,18.4,3,False,+53,53,0,0,3,0,0,2
2026-06-14,134677,Sydney Douglas,USA,USA,11,7,2,5,0,0,0,0,0,0,8,5,1,2,10.7,9,13,3.3,5.7,0,False,+53,53,1,0,3,0,4,2
2026-06-14,134677,Jayla Forbes,USA,USA,4,3,2,1,0,0,0,3,2,0,6,2,0,1,12.1,13,0,4.8,8.2,0,False,+53,53,0,0,2,0,0,0
2026-06-14,134677,Kelsi Andrews,USA,USA,13,10,4,6,2,1,0,0,4,1,9,6,0,1,14.4,25,21,9.2,15.8,1,True,+53,53,0,0,3,1,2,2
2026-06-14,134677,Greidysmar Camacaro,VEN,Venezuela,5,2,1,1,2,0,0,1,1,1,4,2,0,1,21.2,-26,6,-16.5,-9.5,0,True,-53,-53,0,0,1,1,0,0
2026-06-14,134677,Albanys Ramirez,VEN,Venezuela,13,9,1,8,2,2,0,2,3,3,21,4,2,4,26.6,-41,4,-26.0,-15.0,2,True,-53,-53,0,2,1,0,0,2
2026-06-14,134677,Ruby Escobar,VEN,Venezuela,2,2,1,1,1,5,0,0,0,0,3,1,0,5,15.8,-13,1,-8.2,-4.8,5,False,-53,-53,0,0,0,1,0,0
2026-06-14,134677,Mezharith Beleño,VEN,Venezuela,4,2,1,1,1,0,0,2,3,4,4,0,0,1,14.6,-18,0,-11.4,-6.6,0,False,-53,-53,0,0,0,0,0,0
2026-06-14,134677,Antonella Ramos,VEN,Venezuela,4,5,2,3,0,1,0,2,1,0,4,2,0,0,17.6,-24,6,-15.2,-8.8,1,False,-53,-53,0,0,2,0,2,4
2026-06-14,134677,Alexandra Cabeza,VEN,Venezuela,2,1,0,1,0,0,0,2,0,0,1,1,0,1,16.8,-20,2,-12.7,-7.3,0,True,-53,-53,0,0,0,0,0,0
2026-06-14,134677,Astrid Inojosa,VEN,Venezuela,9,1,0,1,0,0,2,0,3,4,7,2,1,6,14.6,-26,-1,-16.5,-9.5,2,True,-53,-53,0,1,0,0,0,0
2026-06-14,134677,Jeiselys Figueroa,VEN,Venezuela,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.3,-14,-1,-8.9,-5.1,0,False,-53,-53,0,0,0,0,0,0
2026-06-14,134677,Fabiola Garcia,VEN,Venezuela,2,2,0,2,0,0,0,0,1,0,3,1,0,1,19.7,-23,1,-14.6,-8.4,0,False,-53,-53,0,0,0,0,0,0
2026-06-14,134677,Sofia Blanca,VEN,Venezuela,0,0,0,0,0,0,0,5,2,0,0,0,0,1,10.0,-12,-3,-7.6,-4.4,0,False,-53,-53,0,0,0,0,0,0
2026-06-14,134677,Angela Crespo,VEN,Venezuela,2,2,0,2,0,0,0,3,0,0,3,1,0,2,22.6,-34,0,-21.5,-12.5,0,True,-53,-53,0,0,1,0,2,0
2026-06-14,134677,Roberli Perez,VEN,Venezuela,8,0,0,0,0,0,0,1,0,0,9,3,2,1,13.1,-14,1,-8.9,-5.1,0,False,-53,-53,0,2,0,1,0,0
2026-06-15,134678,Alyssa Lopez,DOM,Dominican Republic,2,2,0,2,1,2,0,2,0,0,2,1,0,2,16.9,-5,4,-2.6,-2.4,2,False,-1,-1,0,0,1,0,2,0
2026-06-15,134678,Emely Rivera,DOM,Dominican Republic,0,0,0,0,3,1,0,1,0,0,2,0,0,1,7.2,4,1,2.0,2.0,1,False,-1,-1,0,0,0,0,0,0
2026-06-15,134678,Delayny Calaz,DOM,Dominican Republic,1,5,4,1,0,0,1,1,2,1,2,0,0,0,9.8,-11,2,-5.6,-5.4,1,False,-1,-1,0,0,0,0,0,0
2026-06-15,134678,Juneiry Soto,DOM,Dominican Republic,0,2,0,2,0,0,0,1,0,0,1,0,0,2,2.6,2,-1,1.0,1.0,0,False,-1,-1,0,0,0,0,0,0
2026-06-15,134678,Yarianna Torres,DOM,Dominican Republic,6,3,0,3,4,3,0,2,2,1,6,2,1,2,26.0,-4,10,-2.0,-2.0,3,True,-1,-1,0,1,1,0,3,0
2026-06-15,134678,Alanna Monte,DOM,Dominican Republic,13,7,3,4,3,3,0,3,5,2,8,5,1,1,27.2,0,18,0.0,0.0,3,True,-1,-1,1,0,3,0,0,2
2026-06-15,134678,Natalia Valdez,DOM,Dominican Republic,7,7,4,3,0,0,0,2,4,2,19,2,1,3,28.8,0,-10,0.0,0.0,0,True,-1,-1,1,0,0,1,0,0
2026-06-15,134678,Nathaly Santana,DOM,Dominican Republic,21,14,3,11,4,1,1,2,5,8,20,5,3,3,33.8,0,21,0.0,0.0,2,True,-1,-1,1,2,1,0,3,0
2026-06-15,134678,Dignora Duval,DOM,Dominican Republic,1,6,2,4,0,0,1,4,1,1,4,0,0,2,19.2,-4,1,-2.0,-2.0,1,True,-1,-1,0,0,0,0,0,0
2026-06-15,134678,Chantal Lopez,DOM,Dominican Republic,0,1,1,0,3,3,0,1,1,0,0,0,0,4,14.8,7,3,3.6,3.4,3,False,-1,-1,0,0,0,0,0,0
2026-06-15,134678,Robmariel Medrano,DOM,Dominican Republic,4,3,2,1,0,1,0,0,1,2,6,1,0,0,13.8,6,3,3.1,2.9,1,False,-1,-1,0,0,0,0,0,0
2026-06-15,134678,Amahya Hernandez,PUR,Puerto Rico,6,7,1,6,6,3,1,3,4,3,4,1,1,4,26.2,5,12,2.4,2.6,4,False,+1,1,0,1,0,0,0,0
2026-06-15,134678,Andrea Alamo,PUR,Puerto Rico,16,1,0,1,2,2,1,1,3,5,11,4,3,3,31.6,-3,12,-1.5,-1.5,3,True,+1,1,0,3,1,0,2,0
2026-06-15,134678,Valeria Muñoz,PUR,Puerto Rico,2,3,1,2,2,2,0,0,1,0,4,1,0,0,17.2,7,6,3.4,3.6,2,False,+1,1,0,0,0,1,0,0
2026-06-15,134678,Lucianna Parrotta,PUR,Puerto Rico,0,6,3,3,1,4,1,4,1,0,6,0,0,3,20.4,-2,3,-1.0,-1.0,5,True,+1,1,0,0,0,0,0,0
2026-06-15,134678,Mia Huckaby,PUR,Puerto Rico,15,3,0,3,1,0,0,1,2,2,9,5,3,2,14.9,9,11,4.4,4.6,0,False,+1,1,2,1,1,0,0,0
2026-06-15,134678,Natalia Centeno,PUR,Puerto Rico,1,2,1,1,0,0,1,2,1,1,1,0,0,0,6.1,7,2,3.4,3.6,1,False,+1,1,0,0,0,0,0,0
2026-06-15,134678,Valeria Medina,PUR,Puerto Rico,7,5,0,5,0,0,0,4,1,1,9,3,0,2,27.2,-2,3,-1.0,-1.0,0,True,+1,1,0,0,2,0,2,0
2026-06-15,134678,Walushka Hodge,PUR,Puerto Rico,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.1,-6,0,-2.9,-3.1,0,False,+1,1,0,0,0,0,0,0
2026-06-15,134678,Jaely De Leon,PUR,Puerto Rico,3,6,1,5,2,0,0,3,2,1,5,1,0,2,20.0,-2,4,-1.0,-1.0,0,True,+1,1,0,0,1,0,2,0
2026-06-15,134678,Ariana Montalvo,PUR,Puerto Rico,1,1,0,1,0,0,0,0,2,1,1,0,0,3,17.2,-6,-3,-2.9,-3.1,0,True,+1,1,0,0,0,0,0,0
2026-06-15,134678,Miranda Wilson,PUR,Puerto Rico,5,4,2,2,0,1,3,2,1,1,8,2,0,2,16.2,-2,5,-1.0,-1.0,4,False,+1,1,0,0,2,0,0,2
2026-06-15,134679,Maria Morel,PAR,Paraguay,3,5,2,3,1,1,0,1,0,0,4,1,1,2,11.3,6,5,3.4,2.6,1,False,-7,-7,0,1,0,0,0,0
2026-06-15,134679,Maria Franco,PAR,Paraguay,16,2,2,0,1,1,0,1,2,4,10,6,0,4,27.1,-7,12,-4.0,-3.0,1,False,-7,-7,0,0,6,0,0,0
2026-06-15,134679,Bethsaida Ferreira,PAR,Paraguay,4,2,0,2,2,6,0,4,1,0,12,2,0,2,27.6,-2,2,-1.1,-0.9,6,True,-7,-7,0,0,1,0,0,0
2026-06-15,134679,Micaela Gimenez,PAR,Paraguay,0,1,0,1,1,1,0,0,0,0,3,0,0,4,15.0,-7,-4,-4.0,-3.0,1,False,-7,-7,0,0,0,0,0,0
2026-06-15,134679,Sofia Vigna,PAR,Paraguay,12,2,1,1,0,0,0,2,4,0,12,5,2,4,28.4,-5,3,-2.9,-2.1,0,True,-7,-7,0,2,0,0,0,0
2026-06-15,134679,Giovana Gonzalez,PAR,Paraguay,9,8,4,4,3,1,0,5,1,0,13,4,1,1,23.0,1,11,0.6,0.4,1,True,-7,-7,0,1,0,0,0,0
